zip,donations,total,NAME,population,B01003_001M,rate_per_1000
21613,3942,120616.02999999994,ZCTA5 21613,17115,428,230.32
21614,1,17,NA,NA,NA,NA
21615,2,12,NA,NA,NA,NA
21617,3054,57825.34999999997,ZCTA5 21617,10534,743,289.92
21618,2,30,NA,NA,NA,NA
21619,3573,96216.21999999994,ZCTA5 21619,5789,629,617.21
21620,7513,422426.1699999993,ZCTA5 21620,12989,739,578.41
21622,17,546.72,ZCTA5 21622,704,191,24.15
21623,282,7916.639999999999,ZCTA5 21623,2248,318,125.44
21624,164,8929.2,ZCTA5 21624,115,80,1426.09
21625,258,8292.2,ZCTA5 21625,2401,346,107.46
21627,4,28,ZCTA5 21627,4,9,1000
21628,119,2211.88,ZCTA5 21628,324,134,367.28
21629,1206,24259.210000000006,ZCTA5 21629,9464,528,127.43
21631,94,3551.46,ZCTA5 21631,2708,403,34.71
21632,758,8827.550000000001,ZCTA5 21632,5885,356,128.8
21635,611,12718.539999999995,ZCTA5 21635,1970,388,310.15
21636,58,1112,ZCTA5 21636,837,253,69.3
21638,1114,33617.01,ZCTA5 21638,5227,664,213.12
21639,559,10110.96,ZCTA5 21639,5410,522,103.33
21640,141,3286.5,ZCTA5 21640,1467,295,96.11
21641,17,197,ZCTA5 21641,87,32,195.4
21643,740,13598.149999999998,ZCTA5 21643,5956,572,124.24
21645,196,5711.840000000006,ZCTA5 21645,1345,363,145.72
21647,635,15435.859999999995,ZCTA5 21647,357,143,1778.71
21648,4,240,ZCTA5 21648,126,71,31.75
21649,100,2484.55,ZCTA5 21649,2204,499,45.37
21650,222,8666,ZCTA5 21650,296,153,750
21651,297,5999.56,ZCTA5 21651,2683,531,110.7
21652,249,5809.5,ZCTA5 21652,149,82,1671.14
21653,75,1085,ZCTA5 21653,96,75,781.25
21654,6312,175200.69,ZCTA5 21654,1221,250,5169.53
21655,427,15772.760000000002,ZCTA5 21655,4763,458,89.65
21657,61,2836.7200000000003,ZCTA5 21657,727,188,83.91
21658,916,52629.99000000004,ZCTA5 21658,4177,427,219.3
21659,1,10,ZCTA5 21659,1509,319,0.66
21660,722,14024.06,ZCTA5 21660,4361,386,165.56
21661,1339,25956.929999999997,ZCTA5 21661,2695,327,496.85
21662,821,71666.80999999998,ZCTA5 21662,369,101,2224.93
21663,3198,165478.48000000045,ZCTA5 21663,3715,402,860.83
21664,37,803,ZCTA5 21664,497,133,74.45
21665,141,8093.42,ZCTA5 21665,194,120,726.8
21666,3570,104492.80000000018,ZCTA5 21666,13463,870,265.17
21667,445,7539.389999999999,ZCTA5 21667,255,131,1745.1
21668,148,2688.7899999999995,ZCTA5 21668,1763,360,83.95
21669,146,4473.520000000004,ZCTA5 21669,114,61,1280.7
21670,15,29,NA,NA,NA,NA
21671,397,13720.66,ZCTA5 21671,808,201,491.34
21672,6,92,ZCTA5 21672,149,71,40.27
21673,437,18756.35,ZCTA5 21673,3019,326,144.75
21676,78,9237.36,ZCTA5 21676,367,166,212.53
21677,28,1214,ZCTA5 21677,579,215,48.36
21678,1059,22807.97999999999,ZCTA5 21678,1549,313,683.67
21679,213,5971.209999999999,ZCTA5 21679,272,126,783.09
21691,1,100,NA,NA,NA,NA
21701,24907,631639.1800000038,ZCTA5 21701,38390,1286,648.79
21702,17174,430403.05999999936,ZCTA5 21702,41729,1851,411.56
21703,8726,203219.95000000024,ZCTA5 21703,37048,1838,235.53
21704,5672,213888.01000000007,ZCTA5 21704,16478,1144,344.22
21705,449,9141.1,ZCTA5 21705,4,9,112250
21706,1,10,NA,NA,NA,NA
21710,1509,45716.58000000003,ZCTA5 21710,4847,701,311.33
21711,30,741,ZCTA5 21711,1139,318,26.34
21713,1829,40567.68999999998,ZCTA5 21713,9979,769,183.28
21714,426,15300.23,ZCTA5 21714,179,186,2379.89
21715,93,4130,NA,NA,NA,NA
21716,2201,47591.569999999985,ZCTA5 21716,5453,322,403.63
21717,97,3016.26,ZCTA5 21717,126,142,769.84
21718,165,4618.8,ZCTA5 21718,167,41,988.02
21719,115,1636.0099999999998,ZCTA5 21719,1074,230,107.08
21720,48,1214,NA,NA,NA,NA
21721,4,63,NA,NA,NA,NA
21722,248,4822.030000000004,ZCTA5 21722,6389,1193,38.82
21723,214,7010.54,ZCTA5 21723,648,193,330.25
21727,606,16539.529999999995,ZCTA5 21727,6965,488,87.01
21728,5,89,NA,NA,NA,NA
21730,4,300,NA,NA,NA,NA
21733,95,2380.62,ZCTA5 21733,988,336,96.15
21734,137,2700,ZCTA5 21734,840,233,163.1
21737,1141,42184.98,ZCTA5 21737,2476,698,460.82
21738,2133,91235.83999999994,ZCTA5 21738,3861,544,552.45
21740,9084,156266.82999999897,ZCTA5 21740,60922,1661,149.11
21741,26,1301,NA,NA,NA,NA
21742,9377,180980.25000000055,ZCTA5 21742,33425,1957,280.54
21743,19,188.43,NA,NA,NA,NA
21748,3,112,NA,NA,NA,NA
21749,2,303,NA,NA,NA,NA
21750,1588,25647.73999999999,ZCTA5 21750,3787,442,419.33
21752,4,40,NA,NA,NA,NA
21753,9,294,NA,NA,NA,NA
21754,3459,99558.51999999968,ZCTA5 21754,7117,909,486.02
21755,2271,65008.77999999997,ZCTA5 21755,5745,532,395.3
21756,706,23079.649999999976,ZCTA5 21756,2912,470,242.45
21757,121,3157.34,ZCTA5 21757,2753,364,43.95
21758,1923,35589.54000000006,ZCTA5 21758,4616,710,416.59
21759,2,67,NA,NA,NA,NA
21762,127,4213.839999999999,ZCTA5 21762,131,67,969.47
21764,1,25,NA,NA,NA,NA
21765,225,2593.999999999999,NA,NA,NA,NA
21766,28,1177.77,ZCTA5 21766,660,273,42.42
21767,79,3614.53,ZCTA5 21767,694,280,113.83
21768,4,125,NA,NA,NA,NA
21769,3776,108657.45999999992,ZCTA5 21769,11868,704,318.17
21770,1985,51007.11,ZCTA5 21770,6145,1091,323.03
21771,8933,209328.0900000004,ZCTA5 21771,31366,2024,284.8
21772,26,183,NA,NA,NA,NA
21773,1692,26795.68000000001,ZCTA5 21773,5404,579,313.1
21774,5176,144050.66000000012,ZCTA5 21774,13618,983,380.09
21775,20,1112,NA,NA,NA,NA
21776,1182,21786.81,ZCTA5 21776,6137,586,192.6
21777,720,13418.1,ZCTA5 21777,2067,417,348.33
21778,187,2955.6699999999983,ZCTA5 21778,930,249,201.08
21779,475,6884.26,ZCTA5 21779,1712,661,277.45
21780,227,6613.8499999999995,ZCTA5 21780,1864,407,121.78
21781,2,110,ZCTA5 21781,128,144,15.62
21782,1239,23007.480000000003,ZCTA5 21782,4348,568,284.96
21783,1072,22073.15,ZCTA5 21783,9637,1018,111.24
21784,9655,257843.1300000003,ZCTA5 21784,36484,1317,264.64
21785,28,1329,NA,NA,NA,NA
21786,1,5,NA,NA,NA,NA
21787,944,30285.629999999997,ZCTA5 21787,10194,540,92.6
21788,2817,109285.4999999998,ZCTA5 21788,12241,818,230.13
21789,1,100,NA,NA,NA,NA
21790,5,349.24,ZCTA5 21790,104,97,48.08
21791,1283,18969.599999999995,ZCTA5 21791,5080,605,252.56
21792,26,355,NA,NA,NA,NA
21793,2311,63179.49999999996,ZCTA5 21793,10477,708,220.58
21794,648,27815.850000000013,ZCTA5 21794,2191,438,295.76
21795,1602,25785.01000000001,ZCTA5 21795,9150,838,175.08
21797,3224,169015.33999999994,ZCTA5 21797,8558,958,376.72
21798,331,18457.95,ZCTA5 21798,2412,517,137.23
21801,4484,130242.52999999998,ZCTA5 21801,30122,1498,148.86
21802,194,2387.96,ZCTA5 21802,98,47,1979.59
21803,82,1374.16,NA,NA,NA,NA
21804,7964,177007.2200000002,ZCTA5 21804,39842,1392,199.89
21805,3,225,NA,NA,NA,NA
21806,1,25,NA,NA,NA,NA
21808,11,149,NA,NA,NA,NA
21810,3,90,ZCTA5 21810,656,320,4.57
21811,9781,276675.0200000005,ZCTA5 21811,24356,921,401.58
21812,5,255,NA,NA,NA,NA
21813,1012,18157.769999999997,ZCTA5 21813,2636,511,383.92
21814,274,5105.589999999998,ZCTA5 21814,274,194,1000
21816,2,125,NA,NA,NA,NA
21817,312,6336.919999999993,ZCTA5 21817,4247,342,73.46
21818,1,100,NA,NA,NA,NA
21820,3,43,NA,NA,NA,NA
21821,155,2020.34,ZCTA5 21821,834,199,185.85
21822,632,12221.479999999998,ZCTA5 21822,1527,403,413.88
21823,1,150,NA,NA,NA,NA
21824,16,166,ZCTA5 21824,181,129,88.4
21826,717,10358.839999999998,ZCTA5 21826,5317,162,134.85
21829,17,435,ZCTA5 21829,397,204,42.82
21830,383,9341.89,ZCTA5 21830,4790,893,79.96
21835,19,79,ZCTA5 21835,207,106,91.79
21837,509,5382.609999999997,ZCTA5 21837,3322,464,153.22
21838,55,1579,ZCTA5 21838,1805,407,30.47
21840,59,936.9400000000002,ZCTA5 21840,353,211,167.14
21841,349,6055.21,ZCTA5 21841,1455,332,239.86
21842,2437,52256.51999999999,ZCTA5 21842,10525,625,231.54
21843,469,5810.200000000001,NA,NA,NA,NA
21849,541,11445.820000000002,ZCTA5 21849,3659,742,147.85
21850,110,1634.26,ZCTA5 21850,3442,772,31.96
21851,810,13798.000000000004,ZCTA5 21851,7237,517,111.92
21852,1,20,NA,NA,NA,NA
21853,555,8938.869999999994,ZCTA5 21853,11437,695,48.53
21854,1,10,NA,NA,NA,NA
21855,1,50,NA,NA,NA,NA
21856,221,2715.48,ZCTA5 21856,957,385,230.93
21858,6,98.28,NA,NA,NA,NA
21861,42,1238.16,ZCTA5 21861,687,136,61.14
21862,2,20,ZCTA5 21862,86,137,23.26
21863,778,15254.77,ZCTA5 21863,4578,626,169.94
21864,59,2239.66,ZCTA5 21864,643,231,91.76
21865,284,5664.640000000003,ZCTA5 21865,433,237,655.89
21867,3,104,ZCTA5 21867,23,27,130.43
21869,178,1823.8399999999983,ZCTA5 21869,1155,224,154.11
21871,135,2733.2100000000005,ZCTA5 21871,2031,429,66.47
21872,51,683.82,ZCTA5 21872,585,345,87.18
21873,1,30,NA,NA,NA,NA
21874,139,1668.7499999999998,ZCTA5 21874,1917,418,72.51
21875,853,14828.73,ZCTA5 21875,7084,872,120.41
21876,1,20,NA,NA,NA,NA
21877,4,41,NA,NA,NA,NA
21893,2,55,NA,NA,NA,NA
21894,4,96,NA,NA,NA,NA
21898,5,85,NA,NA,NA,NA
2190,8,536.65,NA,NA,NA,NA
21901,2086,51409.42999999997,ZCTA5 21901,17694,1407,117.89
21902,44,410,ZCTA5 21902,262,166,167.94
21903,1147,15152.06,ZCTA5 21903,5794,494,197.96
21904,1461,27753.210000000003,ZCTA5 21904,6484,596,225.32
21905,4,139,NA,NA,NA,NA
21908,1,10,NA,NA,NA,NA
21911,1120,18688.95999999996,ZCTA5 21911,11103,834,100.87
21912,119,4150.6,ZCTA5 21912,1520,451,78.29
21913,93,2956.27,ZCTA5 21913,901,263,103.22
21914,114,2967.6400000000003,ZCTA5 21914,804,258,141.79
21915,792,16423.720000000012,ZCTA5 21915,2739,510,289.16
21916,23,382,ZCTA5 21916,47,67,489.36
21917,167,6169.52,ZCTA5 21917,2017,532,82.8
21918,604,11263.31,ZCTA5 21918,4321,488,139.78
21919,995,19727.17,ZCTA5 21919,2905,540,342.51
21920,16,331,ZCTA5 21920,953,614,16.79
21921,6975,152703.25000000015,ZCTA5 21921,45225,1521,154.23
21922,46,5898,NA,NA,NA,NA
21925,1,100,NA,NA,NA,NA
21928,2,50,NA,NA,NA,NA
21929,1,100,NA,NA,NA,NA
21930,55,2363,ZCTA5 21930,120,156,458.33
21937,1,50,NA,NA,NA,NA
21942,25,561.24,NA,NA,NA,NA
21943,5,160,NA,NA,NA,NA
21944,16,374,NA,NA,NA,NA
21945,1,35,NA,NA,NA,NA
21946,1,50,NA,NA,NA,NA
21947,3,105,NA,NA,NA,NA
21950,2,110,NA,NA,NA,NA
21953,2,12,NA,NA,NA,NA
21965,21,280,NA,NA,NA,NA
21975,5,163,NA,NA,NA,NA
21991,2,12,NA,NA,NA,NA
21993,19,221,NA,NA,NA,NA
22001,2,11,NA,NA,NA,NA
22014,2,55,NA,NA,NA,NA
22017,1,10,NA,NA,NA,NA
22027,2,250,ZCTA5 22027,2427,529,0.82
22042,41,200,ZCTA5 22042,36744,2768,1.12
22043,10,140,ZCTA5 22043,25012,1544,0.4
22044,23,467,ZCTA5 22044,14078,1477,1.63
22045,14,183,NA,NA,NA,NA
22046,5,440,ZCTA5 22046,18639,708,0.27
22047,161,7081,NA,NA,NA,NA
22050,1,25,NA,NA,NA,NA
22057,16,250.72000000000003,NA,NA,NA,NA
22061,2,28,NA,NA,NA,NA
22066,1,100,ZCTA5 22066,17393,1036,0.06
22075,3,63,NA,NA,NA,NA
22076,2,55,NA,NA,NA,NA
22078,20,660,NA,NA,NA,NA
22085,1,13.43,NA,NA,NA,NA
2209,1,20,NA,NA,NA,NA
22093,6,266,NA,NA,NA,NA
22104,2,220,NA,NA,NA,NA
22113,1,3,NA,NA,NA,NA
22114,13,13,NA,NA,NA,NA
22117,1,10,NA,NA,NA,NA
22122,21,920,NA,NA,NA,NA
22124,2,13,ZCTA5 22124,18377,1040,0.11
22133,22,177.86,NA,NA,NA,NA
22146,5,150,NA,NA,NA,NA
22150,1,10,ZCTA5 22150,29585,1669,0.03
22157,1,25,NA,NA,NA,NA
22192,1,10,ZCTA5 22192,59670,2035,0.02
22204,1,47,ZCTA5 22204,53855,1730,0.02
22205,2,29,ZCTA5 22205,18570,1084,0.11
22207,2,88.25999999999999,ZCTA5 22207,34113,1358,0.06
22208,4,125,NA,NA,NA,NA
22209,17,303.0399999999999,ZCTA5 22209,13172,916,1.29
22213,3,12,ZCTA5 22213,4168,727,0.72
22216,3,60,NA,NA,NA,NA
22218,1,50,NA,NA,NA,NA
22220,3,35,NA,NA,NA,NA
22228,4,69,NA,NA,NA,NA
22234,3,40,NA,NA,NA,NA
22237,1,5,NA,NA,NA,NA
22244,2,150,NA,NA,NA,NA
22286,1,25,NA,NA,NA,NA
22303,5,236.17,ZCTA5 22303,14688,1053,0.34
22304,3,60,ZCTA5 22304,49262,1582,0.06
22306,7,150.72,ZCTA5 22306,34391,2361,0.2
22307,2,3000,ZCTA5 22307,10286,820,0.19
22310,9,95,ZCTA5 22310,32329,1763,0.28
22311,3,505,ZCTA5 22311,18890,1170,0.16
22314,3,62,ZCTA5 22314,35208,1389,0.09
22315,3,17,ZCTA5 22315,29634,1395,0.1
22324,1,500,NA,NA,NA,NA
22401,20,409,ZCTA5 22401,29059,NA,0.69
22402,15,455,NA,NA,NA,NA
22403,18,638,NA,NA,NA,NA
22407,2,7,ZCTA5 22407,59551,2142,0.03
22502,18,571,NA,NA,NA,NA
22550,5,20,NA,NA,NA,NA
22551,2,55,ZCTA5 22551,20218,1580,0.1
22554,2,29,ZCTA5 22554,57488,2249,0.03
22601,14,226,ZCTA5 22601,29192,578,0.48
22602,2,29.64,ZCTA5 22602,30665,1436,0.07
22613,5,155,NA,NA,NA,NA
22617,21,179,NA,NA,NA,NA
22651,1,3,NA,NA,NA,NA
22654,2,1000,ZCTA5 22654,833,324,2.4
22658,13,130,NA,NA,NA,NA
22661,2,12,NA,NA,NA,NA
22663,5,35,ZCTA5 22663,690,196,7.25
22701,1,10,ZCTA5 22701,34793,1210,0.03
22702,7,435,NA,NA,NA,NA
22703,16,194,NA,NA,NA,NA
22704,6,118,NA,NA,NA,NA
22714,1,250,ZCTA5 22714,1027,329,0.97
22738,8,193,ZCTA5 22738,1394,453,5.74
22740,1,48.26,ZCTA5 22740,922,280,1.08
22745,1,15,NA,NA,NA,NA
22750,1,250,NA,NA,NA,NA
22769,9,163.5,NA,NA,NA,NA
22770,1,20,NA,NA,NA,NA
22771,82,1133.18,NA,NA,NA,NA
22774,2,75,NA,NA,NA,NA
22787,3,175,NA,NA,NA,NA
22791,4,60,NA,NA,NA,NA
22793,3,50,NA,NA,NA,NA
22801,5,275,ZCTA5 22801,40284,1420,0.12
22804,8,160,NA,NA,NA,NA
22807,2,1100,ZCTA5 22807,3345,396,0.6
22811,10,500,ZCTA5 22811,512,201,19.53
22815,1,15,ZCTA5 22815,8915,606,0.11
22817,7,17200,NA,NA,NA,NA
22842,1,20,ZCTA5 22842,5572,569,0.18
22875,1,50,NA,NA,NA,NA
22910,33,12299,NA,NA,NA,NA
22913,13,457,NA,NA,NA,NA
22915,6,330,NA,NA,NA,NA
